CTE,Heading Error,Steering Angle,Time
0.0,0.0,0.0,1.0004005432128906
0.002099306380088317,0.010496724656382739,0.36386345180510116,1.0043621063232422
0.00203502601056827,0.01017530563843927,-0.5235987755982988,1.0070910453796387
0.002012588722881997,0.010063113455847983,-0.22986872536241876,1.0094780921936035
0.0019957981069200228,0.009979156160420999,-0.08776329986782194,1.0118982791900635
0.001979274380719317,0.00989653344948671,-0.0836808403883218,1.0140681266784668
0.0019643364722543443,0.009821840276952543,-0.04501624193124343,1.0170705318450928
0.002020693996852335,0.010098732499560725,0.5235987755982988,1.0198619365692139
0.002073710839561244,0.010359125309932438,0.5235987755982988,1.022073745727539
0.002121217852725018,0.010592851858804764,0.5235987755982988,1.0243022441864014
0.00216765309466729,0.010821104902118961,0.5235987755982988,1.027585744857788
0.0021715829042277405,0.010835724308185135,0.4730919310108126,1.0320863723754883
0.0021722424461626004,0.010832115183609048,0.39335914966101715,1.0351834297180176
0.002175545572396878,0.010843884938848802,0.4586679876026114,1.0390291213989258
0.002071385534761096,0.010324243231787378,-0.5235987755982988,1.0422890186309814
0.0019690459301620936,0.00981347663141463,-0.5235987755982988,1.045008897781372
0.0018840325169108933,0.009389149492522009,-0.5235987755982988,1.0476438999176025
0.0018617430464680461,0.009277262736365088,-0.2512448330576387,1.0499839782714844
0.0018450553432657144,0.009193439300917206,-0.11075738129085622,1.052438735961914
0.0018283004443371894,0.00910926484710295,-0.11537672473428984,1.0550649166107178
0.0018105797391908996,0.009020237453864155,-0.14335867788697598,1.0580532550811768
0.001883754392465785,0.009385898349160371,0.5235987755982988,1.0614426136016846
0.001974277419911062,0.009838265309173977,0.5235987755982988,1.0639541149139404
0.002044722647699893,0.010190300327872492,0.5235987755982988,1.0677716732025146
0.0020625885560479344,0.0102794105244719,0.5235987755982988,1.07326340675354
0.0020812043268566673,0.010372169237482964,0.5235987755982988,1.075850009918213
0.002091030891758731,0.01042115027544277,0.5235987755982988,1.0962891578674316
0.002279266699518724,0.011356555975179816,0.5235987755982988,1.0992531776428223
0.002279603963624764,0.011354842965998202,0.40424496016324785,1.1043686866760254
0.00232113331830806,0.011540851413029074,0.5235987755982988,1.11240816116333
0.002241293034584817,0.011108001976589676,-0.5235987755982988,1.116062879562378
0.0022433618835448208,0.011103873678406373,0.4414431262613796,1.1196951866149902
0.0021891167911899843,0.010818113527191642,-0.5235987755982988,1.1220571994781494
0.0021825762548996087,0.010776279299049563,0.21393407715854362,1.1247224807739258
0.0021472644356472655,0.01058939778106982,-0.5166228177008545,1.1270699501037598
0.002135436116903692,0.010521371963713833,0.06822401538179879,1.1295104026794434
0.0021042356536644254,0.010356152136070662,-0.4280032360080366,1.131847620010376
0.0020887269017905137,0.010269951514992215,-0.03604135007168452,1.1340551376342773
0.0020622814588103916,0.01012959133496416,-0.3197268375007205,1.1363577842712402
0.002044137280003434,0.01003052087279599,-0.11227199138717125,1.1385762691497803
0.002020200384429499,0.009902858204730691,-0.2642949015136935,1.1407179832458496
0.0020014977299965646,0.009801748669913124,-0.13412372107141124,1.1438708305358887
0.001971548711564876,0.009640934543462265,-0.4195235974116347,1.1462228298187256
0.0019521934803964879,0.009536052175137755,-0.15941045759633887,1.1487610340118408
0.0019245270847000886,0.009389049587797516,-0.3723840504746754,1.151076316833496
0.0019049145089850062,0.009283211943328595,-0.17417582436158874,1.1534130573272705
0.001879829474949758,0.009150015964925373,-0.31651462024619903,1.1557128429412842
0.001859615577892979,0.009041417061165902,-0.1973518876286171,1.1581287384033203
0.0018350966186465988,0.0089110002413193,-0.3099527871057255,1.1604957580566406
0.00181389885833759,0.008797465673067606,-0.23019664862420441,1.1624739170074463
0.0017929333939771669,0.008686405544176878,-0.22794937223532052,1.164515733718872
0.0017732720901360915,0.008581747000816264,-0.19811031974818682,1.1691901683807373
0.001815404725227014,0.008787431858531036,0.5235987755982988,1.1736187934875488
0.0018388433067204008,0.008898255146354117,0.5235987755982988,1.1766257286071777
0.0017620459727373595,0.008502353586875344,-0.5235987755982988,1.1793155670166016
0.001714672600883881,0.008255446825620183,-0.5235987755982988,1.1817669868469238
0.0016500393134652653,0.007923398279944038,-0.5235987755982988,1.184056282043457
0.001588170956052501,0.007606093773082634,-0.5235987755982988,1.1869244575500488
0.0015351928541768682,0.0073305184363583464,-0.5235987755982988,1.189333438873291
0.001484956498135524,0.007070679482986009,-0.5235987755982988,1.1915814876556396
0.001439260499247604,0.006834403073074924,-0.5235987755982988,1.194624423980713
0.0013841318436798055,0.006548598435230701,-0.5235987755982988,1.2248189449310303
0.0014785533808550166,0.006957335955794619,0.5235987755982988,1.2296621799468994
0.0013121071499939336,0.006115328885242022,-0.5235987755982988,1.2324447631835938
0.0013852670890772902,0.006469183124043099,0.5235987755982988,1.2350752353668213
0.001381902812750943,0.006440787631431633,0.15750157247654784,1.2384474277496338
0.001396062245483886,0.006499984647392765,0.5235987755982988,1.2410666942596436
0.0013901724624849738,0.00646138530785656,0.09312918903520817,1.2434930801391602
0.0014026648816187295,0.006515494260055377,0.5235987755982988,1.2513988018035889
0.0014148440965386741,0.006543877687732902,0.5235987755982988,1.2562313079833984
0.0015375912311660002,0.007133172871087723,0.5235987755982988,1.263350486755371
0.001694519004658743,0.007878204013016088,0.5235987755982988,1.330094575881958
-0.001421280672951197,-0.037125499780390925,0.5235987755982988,1.3356928825378418
-0.0017733462934950307,-0.038739816164046204,-0.5235987755982988,1.3379919528961182
-0.0018199555466663405,-0.03889964152208947,-0.5235987755982988,1.341372013092041
-0.0018199124747862692,-0.03877245419127462,-0.40449061465102254,1.34352707862854
-0.001820660139187395,-0.0387035016695787,-0.4215152926036758,1.3463387489318848
-0.0018562801717584548,-0.0387762470930042,-0.5235987755982988,1.3487112522125244
-0.0019294109638393698,-0.0390462304847361,-0.5235987755982988,1.3508036136627197
-0.001937973347584273,-0.0390032998484493,-0.5235987755982988,1.3526959419250488
-0.0019870633508380286,-0.039156678479161044,-0.5235987755982988,1.3546297550201416
-0.0020417620267075163,-0.0393357180862548,-0.5235987755982988,1.3574020862579346
-0.0020668564527976047,-0.039321690578821844,-0.5235987755982988,1.365257740020752
-0.0020979215751244203,-0.03907873150209262,-0.5235987755982988,1.3676211833953857
-0.0022416521143080364,-0.03968953216690885,-0.5235987755982988,1.3699264526367188
-0.0023285444144167397,-0.0400171347707694,-0.5235987755982988,1.372056007385254
-0.002406375600483868,-0.0403067979326881,-0.5235987755982988,1.3739633560180664
-0.0024768754172493886,-0.040569583344433724,-0.5235987755982988,1.37581467628479
-0.0025433041771807177,-0.04081408922410468,-0.5235987755982988,1.3778529167175293
-0.0026442611792562402,-0.04120654097474663,-0.5235987755982988,1.3799676895141602
-0.0027564997570695728,-0.04165006674626781,-0.5235987755982988,1.381836175918579
-0.0028616025711745647,-0.042070575321075054,-0.5235987755982988,1.3845157623291016
-0.0029938547952265675,-0.04257944730431085,-0.5235987755982988,1.386721134185791
-0.0031617465483861767,-0.04328543239032001,-0.5235987755982988,1.3887736797332764
-0.0033200722459556875,-0.04395085363271001,-0.5235987755982988,1.3905882835388184
-0.003462478277964382,-0.04454967965293477,-0.5235987755982988,1.3924312591552734
-0.003602414545408563,-0.04513281520587853,-0.5235987755982988,1.394317626953125
-0.003745259872798612,-0.04572619237863407,-0.5235987755982988,1.39626145362854
-0.0038925250626231965,-0.04634051696232433,-0.5235987755982988,1.3982107639312744
-0.00404069619855961,-0.04695739988474834,-0.5235987755982988,1.4002420902252197
-0.00419404020812708,-0.04759320207655193,-0.5235987755982988,1.406064748764038
-0.004568811540711295,-0.049083824245693464,-0.5235987755982988,1.4100310802459717
-0.004902378770256343,-0.05048357632195177,-0.5235987755982988,1.4305455684661865
-0.006191664747232914,-0.05535392262627248,-0.5235987755982988,1.4333012104034424
-0.006740172589387683,-0.057873779233018396,-0.5235987755982988,1.4359016418457031
-0.007037097466874545,-0.05912007442176126,-0.5235987755982988,1.4429864883422852
-0.007622528064551977,-0.06137941486025689,-0.5235987755982988,1.4453463554382324
-0.007945081908552417,-0.06276404661789847,-0.5235987755982988,1.4530248641967773
-0.008268568456339397,-0.06365077612604964,-0.5235987755982988,1.4577054977416992
-0.008558715560194014,-0.0646213937444049,-0.5235987755982988,1.4608323574066162
-0.008757741383671934,-0.06529181572628495,-0.5235987755982988,1.484358787536621
-0.009884055746855814,-0.06838166858380568,-0.5235987755982988,1.489774465560913
-0.010451427612220584,-0.07058058550038204,-0.5235987755982988,1.4926280975341797
-0.010676450136908582,-0.07136177965312562,-0.5235987755982988,1.5053467750549316
-0.011102529655531665,-0.07191685863843666,-0.5235987755982988,1.5098118782043457
-0.011449838866987758,-0.07311552191599269,-0.5235987755982988,1.512312412261963
-0.011614313789611103,-0.07363249241303116,-0.5235987755982988,1.5149521827697754
-0.011740065269156266,-0.07393605337216869,-0.5235987755982988,1.5527477264404297
-0.012099278437417193,-0.07085589122241132,-0.5235987755982988,1.5590832233428955
-0.012765229204388967,-0.07338418802536673,-0.5235987755982988,1.5639832019805908
-0.01283315157472289,-0.07306506848655658,-0.5235987755982988,1.5780038833618164
-0.012592569430744487,-0.06993319501365214,0.5235987755982988,1.5828909873962402
-0.01282930123243749,-0.07049317647536135,-0.5235987755982988,1.5867388248443604
-0.012633517043580691,-0.06902480888667561,0.5235987755982988,1.6006972789764404
-0.012893655946911076,-0.06862062413316927,-0.5235987755982988,1.6096410751342773
-0.012194818485670382,-0.06403879461158368,0.5235987755982988,1.6121575832366943
-0.012153012128721776,-0.06354777712607351,-0.5235987755982988,1.6141932010650635
-0.012041421566367085,-0.06274391246707545,0.5235987755982988,1.616410493850708
-0.011978104306571147,-0.062176438921474286,-0.48263502162905425,1.6183598041534424
-0.011788379063364695,-0.061006851180643196,0.5235987755982988,1.6353800296783447
-0.010832509256363965,-0.054440667343248705,0.5235987755982988,1.6396315097808838
